lambda,tau,P_end,gamma,N,nruns,M,source_priority,is_window,variant,source
0.01,1.01243824,0.0022,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0105,1.00572621,0.0034,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.011,1.03482238,0.0042,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0115,1.03782905,0.0032,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.012,1.02278676,0.0048,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0125,1.05115833,0.0046,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.013,1.01402726,0.0046,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0135,1.05100946,0.0066,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.014,1.05664133,0.0068,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0145,1.01616527,0.0044,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.015,1.05428295,0.006,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0155,1.042789,0.0068,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.016,1.03704923,0.0066,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0165,1.03943676,0.0076,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.017,1.05861175,0.0078,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.0175,1.0245322,0.0094,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.018,1.06603499,0.009,2.5,300000,5000,1703936,1,True,_window,part2_N300000_g2.5_window.dat
0.02075,1.03566454,0.012,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.024042,1.02558173,0.016,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.027333,1.05961522,0.0216,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.030625,1.03292151,0.0264,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.033917,1.05038424,0.0312,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.037208,1.01269991,0.0392,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.0405,1.01744383,0.0402,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.043792,1.02420174,0.0426,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.047083,1.01179488,0.0562,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.050375,1.00653998,0.0658,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.053667,0.995896939,0.0662,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.056958,0.993389917,0.079,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.06025,1.02548581,0.074,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.063542,0.985940659,0.0942,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.066833,1.00605883,0.0922,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.070125,0.967091966,0.1084,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.073417,0.958941939,0.1126,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.076708,0.973586308,0.1062,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.08,0.960180473,0.116,2.5,300000,5000,1699398,0,False,coarse,part2_N300000_g2.5.dat
0.001,1.01271668,0.0,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.002,0.981957001,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0025,1.00956204,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.003,1.00610747,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0035,1.01255663,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.004,1.0333438,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0045,1.02856879,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.005,1.06879701,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0055,1.09438988,0.0,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.006,1.01258811,0.0006,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0065,0.975389679,0.0016,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.007,1.02182953,0.0006,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0075,1.02945768,0.0014,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.008,1.03704265,0.001,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0085,1.00739348,0.0016,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.009,1.05333095,0.002,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0095,1.03141244,0.0022,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.01,1.0252525,0.0046,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0105,1.01880877,0.0038,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.011,1.01611225,0.0028,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0115,1.05969934,0.007,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.012,1.01628758,0.0046,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0125,1.01596924,0.006,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.013,1.01728623,0.0064,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.0135,1.04536347,0.0074,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.014,1.04193793,0.0082,2.5,500000,5000,2872434,1,True,_window,part2_N500000_g2.5_window.dat
0.014167,1.04998864,0.0072,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.017458,1.03910707,0.0064,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.02075,1.04216792,0.0118,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.024042,1.03927307,0.017,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.027333,1.02730703,0.0188,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.030625,1.05676094,0.025,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.033917,1.01122781,0.032,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.037208,1.02485711,0.0356,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.0405,1.04650983,0.0416,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.043792,1.03958611,0.0522,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.047083,1.01651448,0.0536,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.050375,1.01255234,0.0504,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.053667,1.03777838,0.0626,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.056958,1.00052387,0.0706,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.06025,0.970832022,0.076,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.063542,0.999738636,0.085,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.066833,0.994284701,0.09,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.070125,0.957576255,0.0892,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.073417,0.990237434,0.1032,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.076708,0.93984297,0.1122,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.08,0.97346032,0.1314,2.5,500000,5000,2827260,0,False,coarse,part2_N500000_g2.5.dat
0.008,0.999999314,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.009,1.01651526,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.01,1.03893435,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.011,1.02946925,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.012,1.01285122,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.013,1.03238758,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.014,1.0173367,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.015,1.02275076,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.016,1.04493591,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.017,1.0363979,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.018,1.00723689,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.019,1.02005341,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.02,1.06326441,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.021,1.03400875,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.022,1.06151376,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.023,1.07415227,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.024,1.07414457,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.025,1.04844633,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.026,1.05280112,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.027,1.05674892,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.028,1.05091254,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.029,1.07309072,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.03,1.10022593,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.031,1.05902669,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.032,1.0655733,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.033,1.08376179,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.034,1.07809007,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.035,1.10692626,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.036,1.11771107,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.037,1.08254353,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.038,1.09859465,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.039,1.12061583,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.04,1.07991184,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.041,1.12324952,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.042,1.11220379,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.043,1.12936112,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.044,1.11389472,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.045,1.16011909,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.046,1.12903256,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.047,1.14899991,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.048,1.13145998,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.049,1.13794495,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.05,1.14696816,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.051,1.15561649,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.052,1.18789721,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.053,1.18459457,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.054,1.15945703,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.055,1.18798625,0.0,3.5,10000,5000,31080,3,True,_lc_window,part2_N10000_g3.5_lc_window.dat
0.056,1.1730488,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.057,1.18949702,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.058,1.25453193,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.059,1.21387312,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.06,1.28491957,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.061,1.32770531,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.062,1.25170939,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.063,1.25079436,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.064,1.29195158,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.065,1.2902792,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.066,1.27928991,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.067,1.43693027,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.068,1.30964647,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.069,1.42979616,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.07,1.45031872,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.071,1.4001976,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.072,1.37414217,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.073,1.51560059,0.0,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.074,1.59337532,0.0004,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.075,1.52142435,0.0006,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.076,1.60114283,0.0012,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.077,1.54994484,0.0012,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.078,1.58461814,0.0022,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.079,1.53368827,0.003,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.08,1.47745341,0.0034,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.081,1.50589432,0.0064,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.082,1.42470997,0.0076,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.083,1.44151925,0.0092,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.084,1.3389271,0.0084,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.085,1.36447494,0.0084,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.086,1.29437418,0.0104,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.087,1.32896284,0.0126,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.088,1.35102523,0.0124,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.089,1.33323877,0.014,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.09,1.3304352,0.0146,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.091,1.33896155,0.0176,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.092,1.32897783,0.0154,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.093,1.32794282,0.0148,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.094,1.38840592,0.0198,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.095,1.32934178,0.018,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.096,1.33548858,0.0198,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.097,1.32991904,0.0212,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.098,1.33348963,0.02,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.099,1.3358981,0.0232,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.1,1.33688368,0.0242,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.101,1.37432008,0.0244,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.102,1.34655386,0.0218,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.103,1.32686471,0.0258,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.104,1.37598906,0.0248,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.105,1.33179407,0.0268,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.106,1.30213597,0.0274,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.107,1.33368033,0.0298,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.108,1.36390844,0.029,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.109,1.32153279,0.0306,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.11,1.35846976,0.0288,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.111,1.37735831,0.0352,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.112,1.39474596,0.0336,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.113,1.38325403,0.031,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.114,1.33204417,0.0336,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.115,1.33955629,0.0388,3.5,10000,5000,31717,2,True,_window2,part2_N10000_g3.5_window2.dat
0.11875,1.44333385,0.0324,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.125,1.44919404,0.044,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.13125,1.40325055,0.0456,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.1375,1.37198532,0.0582,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.14375,1.43897869,0.0738,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.15,1.37123765,0.0814,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.15625,1.29566468,0.0896,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.1625,1.25979263,0.1078,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.16875,1.28234335,0.1154,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.175,1.24585182,0.1296,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.18125,1.21917645,0.1438,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.1875,1.21736699,0.1598,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.19375,1.20382139,0.1686,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.2,1.17721001,0.177,3.5,10000,5000,31291,0,False,coarse,part2_N10000_g3.5.dat
0.008,1.0038532,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.009,1.00078273,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.01,1.02491944,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.011,1.04693402,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.012,1.01802551,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.013,1.03161652,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.014,1.04794229,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.015,1.03202291,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.016,1.06055741,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.017,1.03760769,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.018,1.04082755,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.019,1.0318986,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.02,1.09262912,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.021,1.03610263,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.022,1.03128001,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.023,1.04165282,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.024,1.06430021,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.025,1.05759737,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.026,1.0628632,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.027,1.05146505,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.028,1.06884611,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.029,1.06998821,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.03,1.08167555,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.031,1.06785964,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.032,1.08632419,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.033,1.09791913,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.034,1.08507966,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.035,1.12265718,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.036,1.11712317,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.037,1.08115422,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.038,1.07733776,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.039,1.11532251,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.04,1.10465635,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.041,1.12419117,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.042,1.1296899,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.043,1.12081167,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.044,1.12808737,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.045,1.15463015,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.046,1.17049567,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.047,1.16055153,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.048,1.13917379,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.049,1.15794474,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.05,1.19345391,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.051,1.18076418,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.052,1.19552014,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.053,1.17661887,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.054,1.18581257,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.055,1.20386286,0.0,3.5,30000,5000,93734,3,True,_lc_window,part2_N30000_g3.5_lc_window.dat
0.056,1.18919527,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.057,1.14416811,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
0.058,1.14230213,0.0,3.5,30000,5000,92757,2,True,_window2,part2_N30000_g3.5_window2.dat
